,content,sentiment
12375,tweet loosing guy girl,0
12376,think maybe maybe twitter sense ya know,2
12377,going feel night night,3
12378,fact bad cook ship werent chicken,1
12379,dont know phone,0
12380,ben dream want swear help,1
12381,hey welcome twitter,2
12382,watching pineapple express seriously thinking real weed movie,2
12383,sorry,1
12384,boldly gone,2
12385,hey whats u like new episode,0
12386,sigh,0
12387,seen star trek guy cant spoil havent seen,0
12388,stood got worst butterfly,0
12389,sick bug thats going know sick,1
12390,friend tomorrow sad,1
12391,stay hour missing post,1
12392,fun,0
12393,thank,0
12394,june lot appointment meeting briefing time finish report,1
12395,thats came heartbeat,1
12396,yes mac werent expensive,0
12397,got work house,2
12398,loan,1
12399,wow party new life awesome create ton drama babe party way w,0
12400,feeling like crap suck,1
12401,bummed tank wolf moon love hate wearing fabric box,1
12402,lime lemon deal sound fabulous text,0
12403,bummer going try commitment afraid got way time hopefully,1
12404,concert tonight coming tomorrow,1
12405,mountain,2
12406,epic weekend year night cap hour sleep day,0
12407,today nice positive fun day week bum day,0
12408,absolutely incredible official favorite man,0
12409,yes pretty creepy think bit innocent think want sell,1
12410,hey tay u write hey sick u feel better,0
12411,methinks time read doll house streetcar quote physic,0
12412,reference dont dress sound like good buy,0
12413,,0
12414,tum unhappy morning definitely id sick work need ride home,1
12415,spent hour morning going yearbook senior speech boring,0
12416,total quote sure u know,2
12417,yep open hour tho,2
12418,run feeling great fatigue speed,0
12419,mother,0
12420,nice pic u imagine thought,0
12421,money city visit,0
12422,friend drinking,1
12423,yes nag twitter thanks,0
12424,sad brother bad day,1
12425,puppet think drive,2
12426,plate bit toast id eaten nice feeling,0
12427,bummer mean rip dont know cant,2
12428,look background thats want future date like,0
12429,found morning,0
12430,resist,0
12431,professional,2
12432,watching brother special sky movie,2
12433,bacteria meningitis female latrine writing essay meningitis ski,1
12434,cry,0
12435,getting old got starting high school yr going th year gone,1
12436,voting closed category tried,1
12437,chocolate cigarette replete rice paper filter fag packet miss em,1
12438,season watch,2
12439,happy,1
12440,start min,1
12441,yeah dude mike,2
12442,dang course better fast,2
12443,bye bye dont want leave,1
12444,time got grizzly peak camera capture sea fog,0
12445,cant nudge,2
12446,finished sewing night picture beach cant believe difficulty twitter,1
12447,waiting black eyed pea got backstage pass thanks thanks,0
12448,currently new site bit fluidity,2
12449,breathing cant promise fun time jinx,0
12450,phone die time,1
12451,beat heat cool guava juice water,0
12452,class working interactive oral,0
12453,sitting super nervous contest hope win,2
12454,finished breaking dawn night finish page day good sad w twilight saga,0
12455,hello c u week,0
12456,pic showing,0
12457,sad face moment day,1
12458,later great time regardless weather p away,1
12459,dont like getting business,0
12460,cant wait hear pretty hot,0
12461,thanks confirmed long suspected twitter keeping way late,1
12462,construction,2
12463,stomach killing cant sleep,1
12464,n smirker cheer aka aka best chest,0
12465,mortified lose job,1
12466,thought funny,2
12467,midnight cry wish person right,1
12468,paint pic,2
12469,,0
12470,vet feeling look sad possible result tomorrow,1
12471,hate hate hate hate hate hate mother day,3
12472,met guy want need went w daddy,0
12473,watching film real woman curve good film middle night,2
12474,hate waiting line,3
12475,,0
12476,tweet,0
12477,history rock,1
12478,rated going bed,2
12479,dont hate u bite apple sad panda,3
12480,photo,0
12481,fantastic day sun,0
12482,thats beautiful thanks grandpa recently,1
12483,hopefully dont far feel like root,3
12484,guess time throw towel head work,2
12485,didnt think cruel bone body torturing,1
12486,leg,1
12487,tonight,1
12488,remind pic blooming wind storm tomorrow,1
12489,bed read new moon little late night night,1
12490,big shout home girl know,0
12491,digital picture frame bout scan pic wedding n mushy stuff,0
12492,hey stopped friend ended,1
12493,giving dont care mess life,3
12494,start group slut sister,2
12495,didnt speech,1
12496,linn globe green day,2
12497,sorry b time,2
12498,yeah posted news yesterday,2
12499,nice like going rain,0
12500,hi,2
12501,character think strong successful beautiful,1
12502,wolverine fun gambit bit disappointing smooth cajun taste pretty,0
12503,believe finish tonight blame errand certain loud bookstore,2
12504,hey u forgot,2
12505,happy mother day amazing thanks,0
12506,wish past hour bed proper migraine,1
12507,got home school wake friend father tired,1
12508,brunch hopefully friend,2
12509,car broke,1
12510,feel today need defense vitamin water dont want sick,1
12511,yes hot ya la gay thing,0
12512,love,0
12513,grate child collide tonight,0
12514,dont boy sad,1
12515,happy bout time,0
12516,law order yeah stay home sat,0
12517,today week u havent,2
12518,official liberty grand new reception venue shot,0
12519,tour x,1
12520,sundae puke material,3
12521,ur brave lady lion book suggestion,2
12522,getting ready work sun shining plus tonight finished,0
12523,star trek drunk,0
12524,thats news,2
12525,scene end endearing,0
12526,list park closure big tree headed weekend glad visiting late,0
12527,u brilliantly sweetie blessing joy,0
12528,braving line bright early today hope hear book hope time charm,2
12529,work finish,1
12530,writing mother day card,0
12531,,0
12532,forget talking like classmate,2
12533,link mistake,1
12534,maybe going montana movie seen time cant wait,1
12535,time got,2
12536,talk creator yesterday date public release developer,2
12537,whats wrong,2
12538,want bell damn oh going change,0
12539,miss pita good thing weve got euphoria cause survive summer pita,1
12540,look,0
12541,oh look traditional charming love miss shutter door,0
12542,strong rain came wish sleep got attend important meeting,1
12543,saying,1
12544,understand computer fun,0
12545,great happy dinner great cute little place bad got sick,0
12546,girl world,0
12547,priceless funny,0
12548,sell guitar hero p fund splitting ex,1
12549,didnt pic feel extra jealous,0
12550,watching,2
12551,queue barely insane,2
12552,working cant photo,1
12553,finished new moon woo want,0
12554,work today,2
12555,lovely degree right amazing enjoy melting l,0
12556,spot wouldnt tweet thanks share tonight,0
12557,glue,2
12558,listening new green day album finger crossed,0
12559,slightly later essay day,2
12560,like waking slow morning doc today,1
12561,road trip limb store,0
12562,happen,0
12563,watching great movie starting point love,0
12564,good day sun little bit burnt tho sore,0
12565,good,0
12566,stop working play,1
12567,fun miss guy lot,0
12568,oh suck reschedule,1
12569,colleen sincerely hope better soon,2
12570,working,1
12571,mobile data data pack,1
12572,syndrome,2
12573,karma point,2
12574,listening watching chocolate awesome,0
12575,yeah u suck cant suck look beautiful like u,2
12576,got,2
12577,canada comic yeah funny teen people family,0
12578,missing,1
12579,fun cant wait til time,0
12580,know wish cuddle ga world coke,0
12581,kitchen literally hungry,1
12582,love twitter,0
12583,suck,3
12584,tweet place w signal,0
12585,party subway,2
12586,advertising gone mad want access camera microphone know better,0
12587,watching model yah,0
12588,whew moving freezer cooler lot work missing,2
12589,love,0
12590,day magazine dream job p june issue,0
12591,married year wonderful man,0
12592,know cha,1
12593,lucky want,2
12594,crazy fever,1
12595,,0
12596,today looking forward daily update week,2
12597,alright think time ill probably surf net hour sleep,0
12598,gen ready fight war north war pig getting excited,2
12599,u obvious,0
12600,got coach purse,0
12601,saying day hello ill miss pretty,0
12602,band work need buy ill drive shift forever,2
12603,love dessert live live cant visit,2
12604,dont feel comfortable awful pretty find deal,1
12605,hate strawberry run special k,2
12606,oh post,0
12607,hour tomorrow,2
12608,person stood world spineless sad,1
12609,morning bill,2
12610,oki great best,0
12611,aware contract training work tomorrow morning bed early,0
12612,hermit like stay,2
12613,yes th excited,0
12614,finally talking teacher facilitator,2
12615,work,1
12616,wow thats lot work hope today day working usual getting playtime,0
12617,shameless plugging best ranger forum earth,2
12618,new work wellness challenge going check day twice,1
12619,tell didnt marry like maybe thats stuck situation like,1
12620,brush teeth eating chocolate right,0
12621,b tell ah better attempt,1
12622,today day high school ended going home sick stupid dead rat,1
12623,teenage home supposed license touch,3
12624,got knight,0
12625,like n tha wack gud got free gud,0
12626,happy mother day,0
12627,boo week late long u town,0
12628,location,2
12629,garden going corn pea onion beet,1
12630,hot station train window open train sardine,3
12631,thing looking better better think happy,0
12632,love way cute,0
12633,snotty nose poorly chest good,1
12634,nightmare,1
12635,good thanks hope enjoying weekend,0
12636,yes soak sure fast n furious year reason revel moment,0
12637,happy left cell phone home today,1
12638,dad feeling want soup suggestion guy soon ayah,1
12639,giving manicure pedicure nice pretty nail,0
12640,trailer writing course look need release date,0
12641,bout shower cold shower,1
12642,,1
12643,sorry project working ton folk came saw running,1
12644,mite article bout portia eye,2
12645,caught street view couple good,0
12646,went sweetheart thing turn,2
12647,feel great minor long term problem maybe try animating,0
12648,bad sorehead,3
12649,sun shining lawn look like thrower weekend job,1
12650,glad want,0
12651,decided today,0
12652,legal student twitter love couple reference case bias jury jury nullification,2
12653,enjoying yummy salad missing avocado thats husband grocery shop,1
12654,actually thought mother day st uselessly complicated,1
12655,room work chat work,2
12656,know reason,0
12657,weather house painting going dragged till week,1
12658,thanks cold shower wouldnt help,1
12659,day jay leno sad,0
12660,actually rid bacteria thaw nicely,0
12661,,2
12662,wishing famous acting dancing,2
12663,hope bank close traffic work,1
12664,theyre bee trapped honeypot,2
12665,stopped coffee rest area entire middle school luck,0
12666,watching,0
12667,thought,2
12668,yeah thanks blush,1
12669,church went mall parent got new fit schoolbook,2
12670,way airport headed,2
12671,got eye aint bout da got,1
12672,good luck u baby,0
12673,fantastic friend met thanks life amazing people,0
12674,fry plus,2
12675,yeah dad taken added k coincidence tal talk,2
12676,miss version glade,1
12677,latest power twitter update pant link,1
12678,weather look great gone bike visite day,0
12679,need change monitor,1
12680,,0
12681,spend time hubby day happy mother day,0
12682,swimming party brother tonight awesome time sissy cold water today,0
12683,saving touch external ram upgrade morning coffee,2
12684,getting headache time coffee fight migraine,0
12685,week grandmother home start new book tonight,2
12686,horrible nightmare sleep,1
12687,overwhelming lead strawberry lemonade husband banana foster tho,0
12688,hook van twitter better cook concrete suggestion,2
12689,cant believe weekend time nice day fam today mum good day,1
12690,thanks fun love comedy,2
12691,,2
12692,trying moving morning,0
12693,son freak falcon,1
12694,link working reason,3
12695,doesnt joe sing nick ur stealing spotlight guitar singing,2
12696,,2
12697,good night lovely people sleep,2
12698,young lady local taking order said cute pity probably twice age,0
12699,ha giving chance curious miss u,2
12700,way dude mean net country,0
12701,dog,0
12702,great movie,0
12703,night awesome thanks hard work coffee,0
12704,read good thing bout tonight finish tomorrow star trek,2
12705,good morning nice day sun shining going write stuff,0
12706,think youd look cute beanie hat,0
12707,bummed didnt ticket,1
12708,red wine,2
12709,j sorry bad night hopefully workout update gave little humor night,1
12710,thank chut em phi kin c,2
12711,want follower,1
12712,afford year cant pull time,1
12713,order bootleg pharos phone dont office depot,2
12714,lunch pouring rain ugh death cab cutie mood,1
12715,dinner,2
12716,salt vinegar dont smell bad afterward,2
12717,finished watching movie mirror didnt cool,0
12718,want flawless work,0
12719,pain dont feel good eat dinner,1
12720,joining twitter,2
12721,oil incense surge popularity devotee free love,2
12722,wish coming guess time,0
12723,ah tweet,0
12724,job title,0
12725,watch movie couple drink shot ill try,1
12726,feel bad police find guy u stuff,1
12727,probably best birthday got spend favorite people,0
12728,traveling meet new circle stranger friend,0
12729,dont like yucky cut deal w tear kill,3
12730,mother day,0
12731,wow thats big happy got half feel,0
12732,home dad club stay yes think prof,1
12733,teach bunch fifth grader morning oh joy,1
12734,day row accident house pop took strange place didnt time,0
12735,sister,2
12736,dont believe believe bring horizon chill spine hear line,2
12737,got tan x,0
12738,bout hit tomorrow happy mother day,1
12739,k guess cant help sad,1
12740,need sudden urge missing diplomat title,1
12741,truth decode,2
12742,,1
12743,chose wrong time year didnt,0
12744,taking circus moro big day aint feeling nervous right,1
12745,ugh hard picture twitter,1
12746,think ride,0
12747,yep kiss happen right,0
12748,,1
12749,bed hot date maybe chapter reading stay awake long great night,0
12750,wish offer hug right bad,1
12751,thank usually learning little rest review note id better rest,2
12752,throat infection coming strong think taste blood,1
12753,miss turtle fish,1
12754,girl tired,1
12755,new tuba th weekend,2
12756,follower,1
12757,want hand dirty documentation complete,1
12758,ruler love whats,0
12759,getting better,1
12760,eats bode future ga missing gastronomical tour,1
12761,hate,1
12762,husband wear shirt time think send way,0
12763,great impression little downside access hatch upgrade ram,1
12764,think tribute parody,1
12765,hour minute dreadful wait,2
12766,got home art day want film,1
12767,twitter doesnt photo support built welcome try share photo,2
12768,airport waiting,2
12769,need daily hiatus suck suck interrupting theyre airing,1
12770,tonight,2
12771,,0
12772,today day cant feel better dont eat hungry eat feel like sick blah,1
12773,way home tonight saw newspaper headline quits surely true,2
12774,new web,0
12775,remember drink plenty fluid dose count,1
12776,body voodoo child rogue trader good memory song,0
12777,prefer data star trek,2
12778,waiting time feel like,3
12779,home dont know mommy day thing feeling awesome night guy,0
12780,perfect song,0
12781,bother eh cause like talking,3
12782,yesterday dad,0
12783,dice watching hero,0
12784,u year old run,0
12785,yeah,2
12786,yes thats problem prism fail,1
12787,trump casino,2
12788,geography revision earthquake boring,3
12789,kind good job know better w,0
12790,happy mother day,0
12791,new twitter need,2
12792,hate program freeze installation,1
12793,feeling inspired suppose concert tonight,1
12794,got hour retire live thinking rock band,1
12795,little wormy labyrinth sadly away today happy ghost form,2
12796,wake sink ship photography exhibition look,0
12797,eh bed anyways,0
12798,thanks turn high fever,2
12799,oh damn suck,3
12800,file got,2
12801,catching dollhouse alan aka wash,0
12802,think,0
12803,sad glib,1
12804,nope,0
12805,live van great great flight,1
12806,try different pose time,0
12807,cant find picture,1
12808,refuse excited dont want let long june id die,1
12809,wasnt best flick sure ready,3
12810,wit u,0
12811,pub dog friend drink,2
12812,happy mother day pat,0
12813,amazing known got twitter word know,0
12814,work boo uncommon ground night w ave,2
12815,yea,2
12816,feel like flying month trip,0
12817,ur fan dream little dream kiss appearance like creek flick,0
12818,oh u time,1
12819,oh read going remake girl fun stop stop,1
12820,today gotten touch wish friend,1
12821,today school break sao today wish,1
12822,going bed good night love good morning sweet dream,0
12823,movie night,2
12824,finally thing going different starting house,0
12825,inspection went fine like house nice morning stuff today,0
12826,glad man,0
12827,seriously need find hot errand place left,1
12828,falling asleep listening,0
12829,sit nowt good night,1
12830,dont touch doesnt mean cant look theyre cool twittering school awesome,0
12831,summer finally graduation week,0
12832,happy mother day little bit need love day ill,0
12833,sore hurt leg weak set furniture gay,1
12834,mean cool,0
12835,poolside bowling maybe work tomorrow,1
12836,jealous longer operational,0
12837,grandmother,2
12838,day slowly day,1
12839,warren love warren nasty,0
12840,yes shall,2
12841,bummer tomorrow,0
12842,sound like l got sister older like time,2
12843,watching video funny oh talented course,0
12844,ta happy,0
12845,thanks message worked reply,0
12846,leaving dont miss,0
12847,need poll comprehensible,2
12848,mad day add think u following,0
12849,good day,0
12850,sorry deep u know love ya,1
12851,u tell jay said good night nicely,2
12852,fighting sore throat day hard training rest week race sun nope gone,0
12853,reply problem parody video response sorry guy,1
12854,dont like hearing,2
12855,excited r r mother day,0
12856,listening prima j dang,0
12857,,0
12858,hi th,0
12859,people love wait,0
12860,,0
12861,think time bed good night,0
12862,long,1
12863,ill lemon ranch,2
12864,new phone need number,1
12865,r today ill c u ur black mean reese ill c u,1
12866,following r band kind genre play nice meet,0
12867,watch street prison break marathon bed maybe,0
12868,advice dont pressure wash foot hurt worth want skin foot ow,1
12869,thanks love ya death,0
12870,wish special,2
12871,weekend people catty comment way week,2
12872,de,2
12873,wont believe long took achieve car happy photo,0
12874,question guy famous jealous,1
12875,homework,1
12876,clean house want work matter early wake today sink laundry,1
12877,damn u right r bright w lame bass,0
12878,club house,2
12879,year youd think checked year ago,2
12880,thanks,2
12881,wouldnt miss world meeting fun beginning,0
12882,jealous want,1
12883,want come,1
12884,know feeling,1
12885,happy mother day mother getting special gift today,0
12886,happy mother day damn son takin coolness weakness good positive,0
12887,way people recognize guy,1
12888,room damn warm window open cooking,2
12889,preorder razer shipped today ill paying review razer,2
12890,waller reunion waller town,0
12891,change plan wont seeing today,1
12892,snack,1
12893,day,1
12894,watched didnt want win good,0
12895,midnight happy mother day fellow mommy special day,0
12896,finally watched long sexy told ya,0
12897,wearing new secret slipper,0
12898,tired morning,1
12899,realizing dont school today tomorrow month need job application,1
12900,thanks dreamt night shaved head guess bigger deal thought,2
12901,thats great idea,0
12902,miss hero come fall,1
12903,wish toast glass water,2
12904,yes need listen sad,1
12905,getting ready day work encouragement welcome,0
12906,weird guy house dont like,3
12907,know lame,2
12908,officially unavailable best friend,2
12909,friend,1
12910,shudder thought thinking shed shed reclaim,1
12911,gymnastics day class,1
12912,housemate saw angel demon night left home looking forward seeing,1
12913,finally holiday,0
12914,havent gone smoking time maybe tomorrow start,0
12915,hope feel better soon babe bed long day tomorrow,1
12916,working music big gray cloud,2
12917,bob picture adorable morning walker,0
12918,long dishwasher despise dish,2
12919,ready home,0
12920,,1
12921,love know,0
12922,good dark cooky,0
12923,beginning think sun,3
12924,ya seen,2
12925,want feel sorry good tho,1
12926,listening penny horrible damn captain hammer sad,1
12927,said whale mother mother,0
12928,work morning friend party lite flashing red message,3
12929,honest let look big happy ending smile face,0
12930,cant twitter,2
12931,little jealous,2
12932,trouble starship trooper theyre mean great big pink bug,1
12933,pool el pocket,2
12934,happy national star war day,0
12935,bank holiday,0
12936,thank tomorrow tease tell mother day gift,0
12937,thanks send photo,2
12938,mouth laughing,2
12939,way griffin staple removed head fun,0
12940,trying best share lovely head cold,2
12941,home,2
12942,night way foam party sleep tonight,0
12943,getting running making head explode,3
12944,strange time return feel like come home blood know,1
12945,dinner family,0
12946,tooth hurt sad hurt,1
12947,,1
12948,dont excited hear thunder rolling,2
12949,grace ring,2
12950,finally time hockey doesnt start good idea script,1
12951,useless tweet coming long u,0
12952,wish pal,1
12953,like sunshine like heat headache shame today lovely,1
12954,avoid work,1
12955,game cruel theyre real like night wheel fortune,0
12956,dont want senior leave,1
12957,sup guy right tweet nice clothes x,0
12958,idiot normal,0
12959,hate hope figure soon,1
12960,people color blind huh random,2
12961,embark large tour bar project hopefully wont die alcohol poisoning,1
12962,saw baby blue regal word written huge letter,0
12963,awake awake think,0
12964,tummy monster hate,1
12965,loving reason,0
12966,bet fixed phone explain situation,2
12967,morning amy,2
12968,according mary look like sexy,0
12969,happy day havent bought present,1
12970,damn yes frank,0
12971,song,1
12972,making shell join twitter follower,1
12973,,2
12974,sitting garage sale help boring,2
12975,thats,2
12976,monkey,0
12977,thats giggle,0
12978,gone r day wen sit exam exam class n fun,1
12979,wish gave kiss,1
12980,boston legal,1
12981,yeah problem tomorrow dinner terry dont think fight,1
12982,awesome love work church love,0
12983,saw star word havent p love cho,0
12984,yeah feeling course dont like movie line wish getting animated,0
12985,dont offer service designer publisher thought maybe help,0
12986,happy mother day mother,0
12987,love guess real thing help work efficiently,0
12988,actually use standard speaker wire standard terminal soldering involved,2
12989,bad sitting watching pen replay getting excited think coffee know,1
12990,face,2
12991,wait party mother day like hour,0
12992,guy day working ill try fix,1
12993,tired today slept badly glad got ton stuff,1
12994,school time sick,1
12995,thats visiting time year,2
12996,hate cold annoying,1
12997,best friend shoe shopping tonight ala found,1
12998,went cousin wedding caught bouquet,0
12999,thought version beanie baby,0
13000,waving come til sick,1
13001,hair super black,0
13002,dew,0
13003,wish prototype mentor,0
13004,hate endless supply hot water water heater min ago ill gone min,3
13005,course,2
13006,look little fun,1
13007,wow hate staple right thanks complete killing productivity,1
13008,happy mother day,0
13009,know miss,1
13010,yeah hormone thing basically given thought specifically upset,1
13011,steak shake,0
13012,dont talk huge mistake disappointed,1
13013,computer soon virus virus scanner cant find,1
13014,hold horrible horrible memory,1
13015,definitely later way new,2
13016,worry,0
13017,like real time guy ha happy birthday,0
13018,thats local sold stuff time,1
13019,totally tonight happy mother day hallmark tool,0
13020,decided boot vista month hiatus spent hour forgot original reason booting vista gave,2
13021,eh shut freeway job interview guess late,1
13022,film got round tell good,1
13023,yes going today,2
13024,verge black lab today apartment complex dumb,2
13025,,2
13026,buy mummy flower,2
13027,clear intellectually relationship best heart b complete disagreement hurt,1
13028,new neighbor moving brazil presentation given wed people went overtime,2
13029,wish twitter background,2
13030,great night night happy mother day mother world,2
13031,sorry friend paying mortgage,1
13032,geek mind think alike,1
13033,test work fine cool eh,0
13034,aw wish,1
13035,nope oh awesome doughnut,0
13036,thinking work,0
13037,mean sum account,1
13038,upset cant hacienda tonight stupid nugget game,1
13039,day taking home,0
13040,,2
13041,man boring today guy,2
13042,got absolutely exhausted hour work,1
13043,thats pretty flowered year,0
13044,come join fun pitch legend game th,0
13045,feel like going toss cooky,1
13046,nice,0
13047,hey found,0
13048,sad think look like little rainbow like burrito burrito,1
13049,,0
13050,sunburnt horrible,3
13051,hour later new phone work stupid,3
13052,dont wait red age know mean looking new job,1
13053,love available dear love help convert,2
13054,folk later,2
13055,thats reason thought let piano poor bugger,0
13056,sure let know fabulous think mother day,0
13057,love got plan going queen mary,0
13058,logical gate game took light bulb flicker,2
13059,languishing hell,3
13060,nope way stop,2
13061,cool wish gone da live,2
13062,saving burner weber year,2
13063,hey dude turned flyer poser nice,1
13064,camera stopped working,2
13065,worn week sped fast ask mum movie desperate,1
13066,day aint hit love,1
13067,beast,2
13068,god bless,0
13069,new construction,1
13070,rain rain rain wow actually love rain,0
13071,dang miss,0
13072,got home dinner mommy new grandma id right,0
13073,trying plan huge birthday party,2
13074,right right waiting making feel nauseatingly sad,1
13075,going buckling week relief twitter follower inanity enjoy silence,0
13076,waiting long line,3
13077,cool,0
13078,connected fuss time snail piss food count concourse b,1
13079,inconclusive chance ill need surgery doctor week,1
13080,nice suit brought basically reduce cost dont want id theft,1
13081,going game tonight excitement today feeling left plan,1
13082,e doc getting younger u guess paying ear doc visit ouch,1
13083,today worth tho,2
13084,know shouldnt saying horny hell,1
13085,yeah great outside cold air love sunny day,0
13086,ill home,2
13087,knowledge starting scare,1
13088,week wedding ending week funeral,2
13089,work,1
13090,finally lost,2
13091,excited look forward knowing long long time lovely hug n kiss g,0
13092,study study partner new job horrible pray improve know god provision,1
13093,reading genetics forum apparently hair dye offspring disappointed,1
13094,like hectic,1
13095,use banana dildo people,2
13096,know thing shouldnt seen thats sure hell em,1
13097,good day,0
13098,agreed eclipse hinder heap dump catching muck,3
13099,time game cancel th season like,1
13100,wait day,2
13101,hug thanks dont know going fix going account,1
13102,humid today night lightning humid,0
13103,wish didnt work tonight,1
13104,hey pretty good sucking daughter exactly glad good luck,0
13105,feel like havent long time,1
13106,fun thank student working best possibly,0
13107,want sit relax little difficult,1
13108,direct invest question big cheese,2
13109,problem unfortunately think sort,1
13110,guess heading la weekend doubt ill p meet greet,1
13111,dying read hate,3
13112,thanks,2
13113,tired,2
13114,touring brother told ill miss ur concert,1
13115,sorry hear,1
13116,doctor,2
13117,know,0
13118,saying supposed nude pic striker hope doesnt trouble,1
13119,like mean pickle,0
13120,best,0
13121,going ill uncle night house bad news come,1
13122,starting pack stuff,2
13123,dont sorry disappointing,2
13124,thought,0
13125,like straight episode id discovery channel guy woman,2
13126,,0
13127,night available blue ray digital store end week,2
13128,year waiting list appointment,1
13129,best delicious chocolate pancake tea break oh thank god chocolate syrup,0
13130,watching bone fan mission convert mission convert,0
13131,poor drew hope feel better,0
13132,know need fan daily native ill enjoy dry,1
13133,,0
13134,naughty woman meet,1
13135,whoop start start,1
13136,cool nice bless ya love l,0
13137,great day yesterday good win forest celebratory drink trip stella scream,1
13138,dont twitter help,1
13139,drop,0
13140,sadly going cancel trip week,1
13141,great lunch stuck traffic,2
13142,assignment midnight professional writing class wish writing thought id like,2
13143,na beauty mo,2
13144,wondering week think end coming,0
13145,ill join study,0
13146,stuck office working,2
13147,morning sleep sleep,2
13148,happy star war day fourth,0
13149,rain come,1
13150,finished watching series return chaser war crap,1
13151,yes came th best night,0
13152,dad game,1
13153,yes perfect supposed happen night dry usually heading,0
13154,memory weird normally forget profession,1
13155,list cant hot went outside,1
13156,thank incredible support mean constantly bless thankful,1
13157,thing seen,1
13158,glad u check today touch,0
13159,going mo studied math,1
13160,bought ticket latest gad,0
13161,lot fun finally,0
13162,sigh head hurt know mix taking,1
13163,tired account,1
13164,miss,0
13165,went party night matching outfit great mind think alike happy birthday ate,0
13166,missing,1
13167,couple day ago ill try post picture,2
13168,throat fire,3
13169,wish photography,2
13170,fell asleep minute roast,2
13171,yes going college cant job cause think,1
13172,cant believe interview got view twitter truly,0
13173,thought saw van turn alcohol team van,0
13174,thanks night,2
13175,happy mother day wonderful mommy love,0
13176,aw want classic,1
13177,bummed softball loss girl good,1
13178,funny wish grandma,0
13179,watching new season,0
13180,cheer wish font play,0
13181,follow,0
13182,special mention new mean girl welcome follow night,0
13183,truck took like shot catch,1
13184,museum closed fund raiser got annoying,2
13185,post man pat birthday card,1
13186,pigeon today thought going way car thing know bang feather rear view mirror rip,0
13187,sleep,2
13188,thanks elephant look magnificent miss stupid restriction g cheap,3
13189,picture wont come saying thats nice picture,2
13190,damned damned dont fun time,0
13191,figured,0
13192,awesome,1
13193,wish chicken wing,1
13194,chance school chemistry exam,0
13195,baby today,2
13196,found actually like leaving,1
13197,feeling bad didnt,1
13198,hug sorry,1
13199,cant sleep havent finish homework damn,1
13200,tour,2
13201,cant install file work,1
13202,new look sold nice sold,2
13203,hand lovely car,2
13204,dont right eventually,0
13205,going rain,2
13206,got food,0
13207,love read ur little quote,0
13208,dude p ill wish u ur ill turn u reply,0
13209,,2
13210,sick home,1
13211,going mad got sent office sub class bad hear sorry,1
13212,,1
13213,work course,2
13214,love,0
13215,way,2
13216,,0
13217,surgery week,1
13218,home,1
13219,r u defensive bus mean sad,1
13220,hi read good look forward tweet update,0
13221,catching sleeping day,0
13222,eating bacon egg cheese coffee,1
13223,hot b super nice,0
13224,fact bank holiday difference check money situation,1
13225,wait lied,1
13226,good nowt,1
13227,think pretty sorry feel bad,0
13228,mi primer con thin rack crazy stuff,0
13229,dinner grandma mum,0
13230,phone broken come,2
13231,look like weekend climbing,1
13232,ginger biscuit rule way urgently need weight scale,1
13233,life good exit hallway stuck world,1
13234,good morning,2
13235,working mother day,0
13236,denial moving van block away,1
13237,bleed dry slave pig dont country,1
13238,great day today write wonderful masterpiece,2
13239,today came brazil amazing reply,2
13240,day summer suck,1
13241,lunch club meeting,2
13242,going try sleep work tomorrow weekend start,0
13243,got live like year right x,0
13244,morning world day revision dont tough,2
13245,went store felt interrupting staff,1
13246,think big size thinking size bob proctor great advice,0
13247,wish company,2
13248,week class technically class exam,0
13249,happy birthday try bitter day lovely wife mother,0
13250,marked site,1
13251,got slow cooker going ready work,2
13252,happy birthday mel miss,0
13253,miss laughing till hurt,2
13254,water damned expensive,3
13255,boo miss age ill try fix alo like act time time,1
13256,going bed fun drunk ya,1
13257,awesome sore morning feel like bad eating junk tho,1
13258,morning,0
13259,green hill phi mu girl spring formal yeah man,1
13260,awake cant sleep,2
13261,update coming soon,2
13262,hey guy ask ask accept critic comment thanks guy,2
13263,man lost,1
13264,thanks totally bushed today time,1
13265,hey view theyre blocked,0
13266,damn totally decided tonight size,3
13267,dont,0
13268,waiting time,1
13269,like best movie,0
13270,til,0
13271,wow thanks bud p plan pretend costume wish cold wear,0
13272,hey thanks following love thats going son,0
13273,stood hour heel look b able look tall people,0
13274,thought store away experience want provide,2
13275,hate funeral,2
13276,th,2
13277,place sweet dream,0
13278,feel way day,1
13279,great day guy today went clay house birthday lot fun,1
13280,mo beck guessing met spoke yr business holiday,0
13281,know theyre cat,0
13282,buy second season ghost whisperer,1
13283,thanks enjoy dinner tomorrow,2
13284,leaving tomorrow,2
13285,seeing montana movie today,2
13286,right love demi,0
13287,sister best friend today,0
13288,like,0
13289,joke lame work early,1
13290,stack deck patron sprite ice baby said like right,0
13291,way work hungry,1
13292,maybe pay somebody theyll care need personal nurse,1
13293,making mother day card,0
13294,stage minimum hopeful discharge,1
13295,bed sick sick yesterday,1
13296,need wake actually tired fall asleep,1
13297,sad making bought guitar hero hard working soldier reading disc,3
13298,learned lesson hard way lost stick backup month old,1
13299,thanks recommendation actually,0
13300,hopefully weather,0
13301,sad sad sad thought coming looking forward miss,1
13302,turn red,2
13303,yummy yummy ice hate heel pair,0
13304,dont know bear watch bit hard seeing state,1
13305,miss daddy,1
13306,thats great guy related,1
13307,best,0
